geo_name,geo_id,pop,adult_obesity,income_below_poverty,high_school_graduation,unemployment,violent_crime,age,median_property_value,owner_occupied_housing_units,population_living_in_a_rural_area,grads_total
"Weld County, CO",05000US08123,278065,0.26,34050,0.795,0.038,295.49,34,227100,0.700215,0.205,4333
"Lexington County, SC",05000US45063,277702,0.334,37445,0.863,0.048,341.32,38.8,143900,0.736438,0.253,2061
"Ottawa County, MI",05000US26139,276583,0.276,26511,0.885,0.035,203.4,34.7,160500,0.771935,0.203,7074
"Atlantic County, NJ",05000US34001,274026,0.276,41469,0.891,0.094,428.79,40.8,222200,0.670667,0.127,3735
"New London County, CT",05000US09011,272033,0.276,25645,0.895,0.058,349.75,40.9,241500,0.660601,0.258,2031
"Dauphin County, PA",05000US42043,271962,0.325,35950,0.839,0.045,436.04,39.6,161000,0.632478,0.133,4161
"Cleveland County, OK",05000US40027,271818,0.301,32583,0.807,0.034,326.64,33.4,150400,0.652109,0.169,7419
"Santa Cruz County, CA",05000US06087,270931,0.202,39211,0.874,0.075,394.06,37,615200,0.577023,0.12,6684
"Clayton County, GA",05000US13063,270269,0.38,64326,0.615,0.075,576.33,32.4,86700,0.510002,0.009,1900
"St. Joseph County, IN",05000US18141,267696,0.3,43926,0.881,0.05,342.37,36.4,116800,0.680521,0.09,6487
"Madison County, IL",05000US17119,266759,0.323,34400,0.85,0.061,217.93,39.7,129200,0.708188,0.133,4760
"Thurston County, WA",05000US53067,266311,0.281,31605,0.812,0.059,213.99,38.8,242900,0.638052,0.21,3346
"Webb County, TX",05000US48479,266006,0.313,84134,0.9,0.047,421.97,28.3,110500,0.633616,0.026,3198
"St. Clair County, IL",05000US17163,265569,0.332,46059,0.85,0.066,749.19,37.8,120500,0.653927,0.098,4021
"Merced County, CA",05000US06047,265001,0.295,62661,0.872,0.114,614.38,30.6,171800,0.52241,0.143,2437
"Marin County, CA",05000US06041,259358,0.189,20445,0.919,0.035,184.91,45.7,859400,0.6341,0.065,948
"Kalamazoo County, MI",05000US26077,258605,0.306,43657,0.766,0.041,458.06,34.1,140900,0.63813,0.175,7563
"Kitsap County, WA",05000US53035,257488,0.296,26110,0.822,0.055,267.9,39.2,262400,0.673598,0.167,2460
"Brown County, WI",05000US55009,256621,0.284,29105,0.881,0.041,259.45,36.8,160700,0.651932,0.145,5693
"Alachua County, FL",05000US12001,256581,0.256,58387,0.752,0.045,579.22,31,165700,0.537255,0.212,19110
"Caddo Parish, LA",05000US22017,253125,0.343,55675,0.75,0.071,600.43,36.8,132400,0.602798,0.144,2513
"Jefferson County, TX",05000US48245,252993,0.332,47369,0.867,0.07,686.92,36,99500,0.623846,0.084,5142
"Buncombe County, NC",05000US37021,250112,0.235,35996,0.85,0.043,242.96,41.7,198100,0.641846,0.241,3096
"Harford County, MD",05000US24025,249776,0.279,19012,0.9,0.05,262.86,40.3,278100,0.781269,0.178,1079
"Washington County, MN",05000US27163,248745,0.261,12496,0.894,0.032,76.79,39,253300,0.804266,0.145,2247
"Yakima County, WA",05000US53077,247681,0.296,50081,0.731,0.08,297.55,32.6,160700,0.62654,0.235,2595
"St. Tammany Parish, LA",05000US22103,246269,0.278,27094,0.83,0.053,167.83,39.8,202000,0.771228,0.232,2381
"Norfolk city, VA",05000US51710,245724,0.301,46307,0.76,0.056,559.83,30.2,193100,0.428033,0,12237
"York County, SC",05000US45091,245606,0.294,30218,0.885,0.055,439.34,38.2,166700,0.705367,0.23,2212
"Benton County, AR",05000US05007,245231,0.301,27562,0.897,0.039,243.89,35.1,155900,0.669484,0.252,1893
"Hinds County, MS",05000US28049,244596,0.349,60356,0.675,0.061,752.99,34,107300,0.592164,0.153,7991
"Cumberland County, PA",05000US42041,243838,0.276,19828,0.904,0.039,85.96,40.7,191700,0.705879,0.222,3632
"Frederick County, MD",05000US24021,243465,0.291,16995,0.93,0.045,254.34,39.2,306100,0.741008,0.252,2679
"McLennan County, TX",05000US48309,243394,0.286,46681,0.899,0.041,394.79,33,118200,0.581637,0.234,8661
"Weber County, UT",05000US49057,241328,0.284,29410,0.798,0.04,233.94,32.1,171200,0.719944,0.058,6287
"Lafayette Parish, LA",05000US22055,234963,0.311,37976,0.76,0.056,587.81,34.2,168300,0.649494,0.083,6781
"Chesapeake city, VA",05000US51550,233194,0.323,21418,0.87,0.045,374.46,36.7,256500,0.700604,0.076,715
"Clay County, MO",05000US29047,233135,0.293,20867,0.94,0.045,None,36.8,156600,0.698673,0.098,583
"Mahoning County, OH",05000US39099,233015,0.313,40823,0.825,0.061,316.08,43.4,98300,0.682871,0.152,3440
"Oneida County, NY",05000US36065,232858,0.314,36789,0.819,0.054,255.2,41.2,117600,0.665666,0.33,4095
"Cherokee County, GA",05000US13057,230629,0.269,22891,0.86,0.046,83.88,37.7,204400,0.772537,0.171,271
"Lake County, OH",05000US39085,229266,0.267,19231,0.873,0.044,174.31,43.3,149300,0.738097,0.065,2232
"Montgomery County, AL",05000US01101,227392,0.348,46982,0.79,0.062,407.71,36,122000,0.587399,0.105,3859
"Arlington County, VA",05000US51013,226092,0.161,19528,0.85,0.028,146.47,34.1,623300,0.442184,0,5186
"Saratoga County, NY",05000US36091,224929,0.267,14193,0.888,0.042,79.95,42,238600,0.716192,0.3,4543
"Butte County, CA",05000US06007,223877,0.259,46456,0.863,0.072,298.56,36.9,228500,0.585358,0.189,6635
"Jefferson County, MO",05000US29099,222453,0.304,24089,0.932,0.048,208.84,38.8,152300,0.804369,0.302,1071
"Warren County, OH",05000US39165,222184,0.299,11581,0.93,0.041,72.38,39.1,196200,0.769285,0.173,468
"Washington County, AR",05000US05143,219930,0.306,40272,0.862,0.036,432.79,31.4,157400,0.535194,0.255,6587
"Smith County, TX",05000US48423,219745,0.296,36474,0.934,0.045,337.6,36.3,137600,0.652089,0.316,4454
"Yavapai County, AZ",05000US04025,218586,0.253,31512,0.787,0.056,289.42,51.9,199300,0.701108,0.332,3665
"St. Johns County, FL",05000US12109,218362,0.219,19372,0.899,0.039,270.63,42.9,259900,0.760885,0.238,1049
"Linn County, IA",05000US19113,218076,0.31,19912,0.887,0.037,214.02,37.2,148600,0.7347,0.127,4113
"Union County, NC",05000US37179,217614,0.265,20772,0.932,0.048,211.31,37.7,206000,0.795004,0.273,723
"Richmond city, VA",05000US51760,216773,0.3,52470,0.7,0.052,630.87,33.2,199300,0.414004,0,9407
"New Hanover County, NC",05000US37129,216430,0.249,37167,0.82,0.053,428.31,38.4,215800,0.575777,0.022,6471
"Barnstable County, MA",05000US25001,214703,0.199,17433,0.893,0.063,428.25,51.8,367200,0.791502,0.075,1078
"Henry County, GA",05000US13151,214171,0.331,25657,0.84,0.06,179.08,36.5,146100,0.725662,0.139,None
"Doña Ana County, NM",05000US35013,213825,0.236,57626,0.768,0.074,320.39,32.6,137300,0.631599,0.193,5177
"Niagara County, NY",05000US36063,213374,0.304,28523,0.826,0.062,379.04,42.9,111500,0.710982,0.224,2333
"Lackawanna County, PA",05000US42069,213006,0.313,31288,0.83,0.057,207.74,42.2,147100,0.658851,0.163,4215
"Gaston County, NC",05000US37071,211753,0.333,35812,0.863,0.06,383.85,40,126000,0.658753,0.196,1851
"Sussex County, DE",05000US10005,211224,0.31,26765,0.861,0.05,445.78,47.6,231600,0.777124,0.413,60
"Jackson County, OR",05000US41029,210916,0.256,37595,0.75,0.069,326.44,42.9,224500,0.629494,0.201,1413
"Brazos County, TX",05000US48041,209896,0.284,52652,0.834,0.034,364.71,25.5,164600,0.449569,0.121,14855
"Whatcom County, WA",05000US53073,209729,0.231,32649,0.805,0.059,199.9,36.8,283000,0.622261,0.259,6011
"Yolo County, CA",05000US06113,209671,0.227,38898,0.888,0.064,317.4,30.9,346200,0.512709,0.069,10404
"Washington County, PA",05000US42125,208269,0.283,20471,0.903,0.054,184.38,44.3,156000,0.754552,0.308,3018
"Champaign County, IL",05000US17019,206420,0.251,41161,0.868,0.052,525.97,29.5,151400,0.550235,0.127,14549
"Shelby County, AL",05000US01117,205951,0.301,17227,0.955,0.042,180.18,38.1,195400,0.793026,0.229,549
"Williamson County, TN",05000US47187,205645,0.259,10547,0.96,0.041,130.26,39,368100,0.805442,0.194,88
"Trumbull County, OH",05000US39155,204908,0.326,35115,0.847,0.065,236.75,43.8,99400,0.702675,0.273,746
"Forsyth County, GA",05000US13117,203841,0.294,13024,0.94,0.044,69.2,38.1,281400,0.84215,0.099,None
"Mohave County, AZ",05000US04015,203629,0.296,37884,0.769,0.08,197.76,49.7,130000,0.667503,0.23,833
"Yuma County, AZ",05000US04027,203292,0.305,40330,0.803,0.218,376.01,34,113400,0.674327,0.104,2354
"Canyon County, ID",05000US16027,202782,0.334,37366,0.773,0.049,234.91,33,131300,0.678445,0.199,2575
"Tuscaloosa County, AL",05000US01125,202471,0.343,34470,0.847,0.055,415.37,32.1,160000,0.630224,0.255,9170
"Elkhart County, IN",05000US18039,201640,0.328,29381,0.869,0.038,378.28,35.3,125300,0.687357,0.206,292
"Richmond County, GA",05000US13245,201418,0.341,48495,0.78,0.073,423.38,33.5,100600,0.525624,0.092,4686
"Clermont County, OH",05000US39025,201092,0.303,20968,0.94,0.045,95.99,39.7,159100,0.73623,0.227,602
"York County, ME",05000US23031,200536,0.276,18486,0.871,0.039,156.03,44.4,229600,0.733969,0.568,1955
"St. Louis County, MN",05000US27137,200353,0.271,29875,0.826,0.05,242.74,41.1,143200,0.707438,0.371,6147
"Clay County, FL",05000US12019,200346,0.297,20243,0.84,0.049,337.62,39.4,157600,0.747643,0.15,599
"Muscogee County, GA",05000US13215,200303,0.288,40006,0.85,0.074,516.84,33.6,138600,0.485221,0.03,3344
"Baldwin County, AL",05000US01003,199510,0.274,25551,0.85,0.055,216.77,42.3,173400,0.717308,0.423,8240
"Sangamon County, IL",05000US17167,198639,0.285,29600,0.849,0.053,842.6,39.9,133400,0.695896,0.141,4288
"Harrison County, MS",05000US28047,198570,0.323,40538,0.783,0.061,249.58,35.7,138400,0.55994,0.228,510
"Broome County, NY",05000US36007,197381,0.273,32624,0.833,0.06,285.83,39.8,112300,0.65375,0.261,5920
"Calcasieu Parish, LA",05000US22019,197233,0.323,33266,0.83,0.054,566.49,36.1,126600,0.67914,0.205,3936
"Okaloosa County, FL",05000US12091,195798,0.264,22821,0.82,0.045,435.07,36.8,191800,0.632913,0.121,1852
"Saginaw County, MI",05000US26145,195201,0.389,33795,0.781,0.055,745.01,40.4,92800,0.721435,0.311,322
"Racine County, WI",05000US55101,194873,0.329,23751,0.817,0.057,209.7,39.9,163900,0.691517,0.123,30
"Hawaii County, HI",05000US15001,193680,0.227,35737,0.773,0.045,248.77,41.8,306000,0.665915,0.38,1484
None,None,192974,None,66051,None,None,None,39.8,141100,0.690994,None,5555
"Anderson County, SC",05000US45007,192709,0.339,30879,0.855,0.054,585.21,40.5,130300,0.708009,0.379,1930
"Cabarrus County, NC",05000US37025,192296,0.3,22324,0.893,0.052,112.77,37.7,171000,0.712003,0.193,243
"Hall County, GA",05000US13139,190482,0.257,33350,0.83,0.047,169.02,35.8,164500,0.658013,0.206,2221
"Montgomery County, TN",05000US47125,189709,0.29,28232,0.97,0.06,541.65,30.3,148600,0.590714,0.197,2909
"Kanawha County, WV",05000US54039,189636,0.327,29779,0.8,0.06,492.6,42.9,107100,0.691401,0.252,2063
"Delaware County, OH",05000US39041,188996,0.281,9034,0.958,0.035,80.53,38,267600,0.812275,0.193,641
"Benton County, WA",05000US53005,187519,0.315,25797,0.785,0.066,213.94,35.5,188300,0.684396,0.106,129
"Peoria County, IL",05000US17143,186818,0.288,29991,0.775,0.069,525.73,36.9,128800,0.648795,0.146,2103
"Butler County, PA",05000US42019,185974,0.285,15257,0.952,0.046,99.98,43,183200,0.767168,0.42,2697
"Livingston County, MI",05000US26093,185841,0.296,10972,0.873,0.049,100.73,42.5,204000,0.848989,0.369,171
"Onslow County, NC",05000US37133,185755,0.297,23890,0.89,0.06,196.05,26.4,153300,0.5245,0.263,1831
"Hays County, TX",05000US48209,185686,0.238,28863,0.902,0.034,248.63,31.1,195800,0.629843,0.317,7980
"Litchfield County, CT",05000US09005,185141,0.239,12706,0.915,0.05,110.46,46.4,249500,0.766933,0.414,203
"Tippecanoe County, IN",05000US18157,183397,0.264,36513,0.853,0.042,268.24,27.9,139500,0.533944,0.145,10865
"El Dorado County, CA",05000US06017,183000,0.206,17839,0.917,0.057,227.61,45.2,379200,0.749526,0.347,206
"Johnston County, NC",05000US37101,182155,0.355,26272,0.889,0.052,183.03,37.7,147500,0.715845,0.52,1008
"Minnehaha County, SD",05000US46099,182014,0.278,20543,0.842,0.027,349.66,34.8,160100,0.634716,0.136,2158
"Outagamie County, WI",05000US55087,181799,0.301,16096,0.916,0.04,145.95,37.9,157200,0.709049,0.247,3411
"Vanderburgh County, IN",05000US18163,181692,0.333,29710,0.779,0.042,384.79,37.7,118100,0.63024,0.092,3007
"Newport News city, VA",05000US51700,181606,0.323,27776,0.85,0.054,432.26,32.9,189000,0.494462,0,1791
"Ulster County, NY",05000US36111,180505,0.272,22480,0.826,0.049,165.7,43.4,219800,0.697238,0.46,2904
"Shasta County, CA",05000US06089,179228,0.265,30945,0.863,0.078,690.62,42.3,223500,0.621003,0.293,1393
"Imperial County, CA",05000US06025,178807,0.263,40552,0.85,0.24,311.04,32.2,159000,0.557729,0.174,1901
"Shawnee County, KS",05000US20177,178567,0.329,25190,0.802,0.043,439.58,38.8,125900,0.642414,0.158,2852
"Bay County, FL",05000US12005,178361,0.299,27363,0.71,0.054,507.78,39.7,162500,0.617348,0.12,1380
"Hernando County, FL",05000US12053,176797,0.321,27175,0.78,0.068,286.01,48.9,112300,0.779858,0.194,138
"Medina County, OH",05000US39103,175543,0.291,11532,0.958,0.04,49.8,41.8,182100,0.796991,0.298,245
"Beaufort County, SC",05000US45013,175316,0.22,21115,0.79,0.054,513.71,43.6,273000,0.705071,0.196,796
"Pitt County, NC",05000US37147,175150,0.343,41412,0.81,0.061,428.51,31.7,135000,0.522688,0.254,8378
"McLean County, IL",05000US17113,173254,0.293,23485,0.881,0.049,317.42,32.6,161800,0.649297,0.165,6663
"Sumner County, TN",05000US47165,172786,0.297,16543,0.92,0.047,258.64,39.5,184900,0.729554,0.279,1289
"Boone County, MO",05000US29019,172773,0.284,31461,0.916,0.035,350.08,30.3,171400,0.54618,0.188,13673
"Sarpy County, NE",05000US31153,172460,0.306,10597,0.936,0.028,63.87,33.9,167600,0.698825,0.053,2819
"Muskegon County, MI",05000US26121,172148,0.358,32351,0.765,0.056,480.35,39,101400,0.740549,0.233,748
"Kent County, DE",05000US10001,171474,0.328,21866,0.855,0.054,473.19,37.2,199800,0.693402,0.27,2964
"Scott County, IA",05000US19163,171116,0.318,20413,0.88,0.046,469.01,37.7,150900,0.684809,0.135,15556
"DeSoto County, MS",05000US28033,170890,0.359,16948,0.81,0.049,186.86,36.2,155000,0.729245,0.204,747
"Deschutes County, OR",05000US41017,170813,0.241,23622,0.756,0.06,213.39,42,275300,0.652814,0.276,1375
"Licking County, OH",05000US39089,169762,0.314,20814,0.89,0.044,239.16,39.8,153900,0.71626,0.355,2138
"Charlotte County, FL",05000US12015,169642,0.257,20511,0.76,0.059,219.46,57.7,154400,0.781088,0.089,151
"Winnebago County, WI",05000US55139,169487,0.319,19573,0.908,0.043,173.88,37.9,144300,0.647226,0.134,2542
"Beaver County, PA",05000US42007,169205,0.297,18036,0.743,0.059,292.59,44.8,123800,0.731969,0.258,1213
"Kenosha County, WI",05000US55059,167896,0.329,24708,0.886,0.052,200.88,37.6,162400,0.655872,0.107,3615
"Carroll County, MD",05000US24013,167535,0.279,9383,0.96,0.043,201.63,42.4,324300,0.812453,0.395,1434
"Iredell County, NC",05000US37097,167493,0.291,22114,0.88,0.055,262.44,40.4,169300,0.718339,0.379,1411
"Monroe County, PA",05000US42089,167126,0.288,20071,0.886,0.063,326.21,42,170600,0.774135,0.384,1638
"Porter County, IN",05000US18127,167016,0.319,17560,0.912,0.054,101.89,39.4,168300,0.767512,0.208,1396
"Cass County, ND",05000US38017,166852,0.291,19089,0.871,0.022,307.18,32,183800,0.517765,0.104,3797
"Aiken County, SC",05000US45003,165146,0.319,28253,0.85,0.059,345.52,40.8,134000,0.730898,0.37,1042
None,None,165040,None,49105,None,None,None,40.5,150300,0.686002,None,3746
"Kent County, RI",05000US44003,164886,0.288,13400,0.85,0.055,120.27,43.7,208400,0.700864,0.08,3194
"Middlesex County, CT",05000US09007,164438,0.241,11193,0.957,0.048,114.34,44.7,283800,0.745362,0.245,1768
"Greene County, OH",05000US39057,164325,0.313,19929,0.9,0.044,114.58,38,161600,0.668461,0.149,5557
"Davidson County, NC",05000US37057,164058,0.314,26221,0.825,0.055,192.35,41.9,132000,0.713193,0.474,2371
"Santa Rosa County, FL",05000US12113,163903,0.261,19331,0.83,0.048,143.64,39.5,165500,0.730754,0.21,139
"Kenton County, KY",05000US21117,163393,0.285,21805,0.916,0.046,218.48,36.7,147000,0.655898,0.07,533
"Maui County, HI",05000US15009,162456,0.224,15767,0.78,0.038,285.04,40.5,528500,0.582806,0.146,575
"Pueblo County, CO",05000US08101,162158,0.259,31907,0.749,0.057,575.3,38.8,142700,0.636449,0.142,3123
"Portage County, OH",05000US39133,161796,0.29,23293,0.882,0.049,104.56,37.7,150400,0.687424,0.328,7629
"Wyandotte County, KS",05000US20209,161777,0.362,36409,0.729,0.061,603.15,33.5,90100,0.571859,0.061,1403
"Hampshire County, MA",05000US25015,161035,0.189,20315,0.909,0.044,248.9,36,270100,0.661648,0.274,10863
"Rock County, WI",05000US55105,160986,0.369,23215,0.914,0.052,233.41,39.1,132500,0.688572,0.204,1132
"Chittenden County, VT",05000US50007,160510,0.198,17335,0.897,0.027,118.3,36.4,275000,0.638099,0.26,5312
"Ellis County, TX",05000US48139,160225,0.298,17458,0.922,0.04,128.87,35.9,150300,0.722023,0.32,572
"St. Clair County, MI",05000US26147,160069,0.33,22366,0.799,0.071,265.59,42.9,126900,0.756032,0.386,921
"Rensselaer County, NY",05000US36083,159959,0.274,19064,0.873,0.047,297.36,39.8,180700,0.641181,0.305,4615
"Jackson County, MI",05000US26075,159483,0.337,25032,0.796,0.051,381.67,40.8,115700,0.723977,0.418,2275
"Centre County, PA",05000US42027,159178,0.266,27170,0.916,0.038,91.4,30.8,206000,0.61006,0.322,16585
"Johnson County, TX",05000US48251,157544,0.302,18706,0.93,0.044,192.91,36.8,124500,0.736637,0.379,160
"Sullivan County, TN",05000US47163,156644,0.301,25982,0.927,0.059,477.4,44.5,125200,0.729331,0.256,2181
"Ouachita Parish, LA",05000US22073,156398,0.357,35652,0.816,0.066,834.9,34.9,128500,0.595803,0.242,3956
"Alamance County, NC",05000US37001,156372,0.351,28123,0.826,0.053,396.39,39.6,143500,0.648736,0.286,2647
"Midland County, TX",05000US48329,155817,0.309,12148,0.848,0.035,310.97,31.9,175700,0.6649,0.123,509
"Hendricks County, IN",05000US18063,155817,0.318,7834,0.967,0.038,168.87,37.5,165200,0.793431,0.178,208
"Cumberland County, NJ",05000US34011,155744,0.345,26448,0.823,0.087,532.96,36.7,161900,0.643401,0.23,739
"Catawba County, NC",05000US37035,155461,0.295,24269,0.899,0.056,276.97,41.1,137600,0.685965,0.303,1329
"Yellowstone County, MT",05000US30111,155344,0.251,15767,0.836,0.033,318.3,38.2,201500,0.678285,0.167,1543
"Berrien County, MI",05000US26021,155134,0.348,26963,0.682,0.05,430.04,41.7,137000,0.699111,0.329,1439
"Schenectady County, NY",05000US36093,154845,0.261,18055,0.793,0.048,429.18,39.9,165000,0.672343,0.082,1563
"Charles County, MD",05000US24017,154357,0.36,11637,0.92,0.051,373.74,37.9,287600,0.77394,0.295,1899
"Bibb County, GA",05000US13021,154194,0.313,41075,0.71,0.066,510.82,35.8,117000,0.524333,0.144,4112
"Lee County, AL",05000US01081,153947,0.29,34085,0.897,0.051,274.75,30.5,156400,0.587762,0.274,6419
"Stearns County, MN",05000US27145,153661,0.276,19983,0.842,0.036,188.46,34.1,168200,0.688431,0.369,7940
"Martin County, FL",05000US12085,153592,0.213,17758,0.89,0.052,232.47,51.1,209700,0.755621,0.085,40
"Ector County, TX",05000US48135,153177,0.316,18777,0.778,0.046,847.55,30.4,112300,0.663199,0.095,2170
"Penobscot County, ME",05000US23019,152978,0.303,23793,0.882,0.048,86.14,41.6,137000,0.684141,0.577,3531
"Franklin County, PA",05000US42055,152707,0.322,17504,0.857,0.048,147.37,40.9,174400,0.710112,0.404,362
None,None,152594,None,76635,None,None,None,38.9,99900,0.647783,None,5189
"Washington County, UT",05000US49053,151959,0.237,22151,0.889,0.04,151.5,35.4,221700,0.706682,0.152,2865
"Tolland County, CT",05000US09013,151689,0.248,9223,0.922,0.048,None,37.8,247800,0.727081,0.382,8833
"Alexandria city, VA",05000US51510,151473,0.201,14688,0.72,0.033,176.22,36.2,520700,0.421815,0,56
"Kings County, CA",05000US06031,150261,0.264,28661,0.83,0.105,477.85,31.4,172000,0.501374,0.109,836
"Fairfield County, OH",05000US39045,150163,0.326,15010,0.946,0.043,167.45,39.3,164400,0.711651,0.347,185
"Olmsted County, MN",05000US27109,150104,0.256,13635,0.817,0.03,163.08,36.8,178000,0.73792,0.166,1863
"Monroe County, MI",05000US26115,149945,0.338,16078,0.833,0.044,256.19,41.9,141500,0.796158,0.376,602
"Paulding County, GA",05000US13223,149830,0.286,15974,0.8,0.051,146.54,35.4,140600,0.785113,0.201,59
"Washington County, MD",05000US24043,149571,0.338,18166,0.91,0.058,279.61,40.7,198900,0.645417,0.295,1303
"Houston County, GA",05000US13153,149137,0.31,26411,0.85,0.058,326.36,35,136000,0.651343,0.1,4009
"Dorchester County, SC",05000US45035,148517,0.339,17625,0.857,0.054,410.62,36,169700,0.696557,0.195,60
